Objectidfieldname,Uniqueidfield Name,Uniqueidfield Issystemmaintained,Globalidfieldname,Servergens Minservergen,Servergens Servergen,Geometrytype,Spatialreference Wkid,Spatialreference Latestwkid,Fields Name,Fields Type,Fields Alias,Fields Sqltype,Fields Domain,Fields Defaultvalue,Fields Length,Exceededtransferlimit,Features Attributes No,Features Attributes Sr,Features Attributes Township,Features Attributes Case,Features Attributes Tested,Features Attributes Pui,Features Attributes M,Features Attributes F,Features Attributes Child,Features Attributes Adult,Features Attributes Confirmed,Features Attributes Death,Features Attributes Recovered,Features Attributes Latitude,Features Attributes Longitude,Features Attributes Fid,Features Attributes Globalid,Features Attributes Creationdate,Features Attributes Creator,Features Attributes Editdate,Features Attributes Editor
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,169,Ayeyarwady Region,Ingapu Township,641,224383,11757,1,1,1,1,1,1,1,17.80981,95.26926,169,9f9af410-c347-4655-b968-e04ef5af8f36,1600258428868,NanThidaPhyo1,1600262337208,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,170,Ayeyarwady Region,Nyaungdon Township,641,224383,11757,1,1,1,1,1,1,1,17.04903,95.63359,170,5ea52782-9c17-4a5a-871e-a2e9b6b69d59,1600258428868,NanThidaPhyo1,1600262394188,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,172,Sagaing Region,Ayadaw Township,641,224383,11757,1,1,1,1,1,1,1,22.28525,95.45068,172,c4644cdb-c321-4512-8e2b-bc76dd2ae273,1600258428868,NanThidaPhyo1,1600262778367,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,174,Bago Region,Gyobingauk Township,641,224383,11757,1,1,1,1,1,1,1,18.22989,95.65259,174,118246a0-32ea-4f4d-89dc-3f4585c0bc2e,1600339762333,NanThidaPhyo1,1600344154059,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,176,Magway Region,Pauk Township,641,224383,11757,1,1,1,1,1,1,1,21.45215,94.47374,176,7112a2d9-93a1-427a-8df7-a94d7f88ed5c,1600339762333,NanThidaPhyo1,1600344448993,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,177,Tanintharyi Region,Bokpyin Township,641,224383,11757,1,1,1,1,1,1,1,11.26504,98.75909,177,ddc8ca89-abc7-47a8-b1f4-beee67daac6a,1600339762333,NanThidaPhyo1,1600344490426,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,178,Sagaing Region,Tabayin Township,641,224383,11757,1,1,1,1,1,1,1,22.68529,95.32121,178,947e78bc-9310-4db0-a0dd-0f9fcee8a7e2,1600339762333,NanThidaPhyo1,1600344521450,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,174,Mandalay Region,Wundwin Township,641,224383,11757,1,1,1,1,1,1,1,21.09691,96.03001,180,2ff4a75d-3347-4c44-a7ee-02eca373aee2,1600439531272,NanThidaPhyo1,1600440919587,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,178,Sagaing Region,Khin-U Township,641,224383,11757,1,1,1,1,1,1,1,21.09691,96.03001,184,00e6bb57-0b31-4dc8-8044-503f2f7a2209,1600439531272,NanThidaPhyo1,1600444431762,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,185,Bago Region,Minhla Township,641,224383,11757,1,1,1,1,1,1,1,17.97389,95.70905,185,0283cdf8-b48b-41c4-ad2d-0c05b5cf7dfa,1600444236149,NanThidaPhyo1,1600444275207,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,186,Ayeyarwady Region,Labutta Township,641,224383,11757,1,1,1,1,1,1,1,16.14557,94.75889,186,e8c349d3-10dd-4a45-a557-f8b268877a7e,1600510895761,NanThidaPhyo1,1600511307023,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,191,Bago Region,Shwedaung Township,641,224383,11757,1,1,1,1,1,1,1,18.7051,95.21404,191,8fd9109b-d6c7-454e-9148-1bfee46eb6ad,1600510895761,NanThidaPhyo1,1600511536618,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,192,Bago Region,Thayarwady Township,641,224383,11757,1,1,1,1,1,1,1,17.65441,95.78629,192,a19f92b6-1e9b-4db3-b6be-f2b107e205dc,1600510895761,NanThidaPhyo1,1600511546111,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,193,Kachin State,Mogaung Township,641,224383,11757,1,1,1,1,1,1,1,25.30274,96.94038,193,560110fc-d76c-49bb-bcd8-761178576206,1600510895761,NanThidaPhyo1,1600511582363,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,194,Mandalay Region,Taungtha Township,641,224383,11757,1,1,1,1,1,1,1,21.27603,95.44541,194,606a0718-de62-44c6-9c62-b1ccbaa77fe8,1600510895761,NanThidaPhyo1,1600511667198,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,195,Sagaing Region,Homalin Township,641,224383,11757,1,1,1,1,1,1,1,24.8644,94.91088,195,82763112-d799-4629-b5a1-fc831137a66a,1600606114195,NanThidaPhyo1,1600606142874,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,197,Sagaing Region,Katha Township,641,224383,11757,1,1,1,1,1,1,1,24.18163,96.33167,197,4b23df12-bf8b-4538-8c53-606b773adfc8,1600694623167,NanThidaPhyo1,1600694668940,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,198,Sagaing Region,Shwebo Township,641,224383,11757,1,1,1,1,1,1,1,22.56996,95.69849,198,c79e17ee-0c35-4bc0-8f1e-e556ddecfec1,1600694623167,NanThidaPhyo1,1600694674692,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,200,Mon State,Thanbyuzayat Township,641,224383,11757,1,1,1,1,1,1,1,97.7333,15.9667,200,21b72b59-c6cd-4a6a-8c52-34a77f4889ae,1600775211922,NanThidaPhyo1,1600776228737,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,201,Sagaing Region,Wetlet Township,641,224383,11757,1,1,1,1,1,1,1,95.78812,22.36715,201,9a7a295f-3415-4f6a-9df4-7e3b3b5e1445,1600775211922,NanThidaPhyo1,1600776586350,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,202,Mandalay Region,Thabeikkyin Township,641,224383,11757,1,1,1,1,1,1,1,95.97525,22.88593,202,a5297273-7499-4b8e-ac14-a805ec316cfe,1600775211922,NanThidaPhyo1,1600776163852,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,99,Mandalay Region,Thabeikkyin Township,"New Case (18-9-2020, 8:00 PM) Laboratory Confirmed",224383,11757,1,1,1,1,1,1,1,16.35125,97.55048,99,b8cb0206-abe3-4034-900e-b4826ae10213,1599123002146,NanThidaPhyo1,1600511201370,NanThidaPhyo1
FID,FID,true,GlobalID,212003,215947,esriGeometryPoint,102100,3857,Editor,esriFieldTypeString,Editor,sqlTypeOther,,,128,true,105,Mandalay Region,Thabeikkyin Township,"New Case (18-9-2020, 8:00 PM) Laboratory Confirmed",224383,11757,1,1,1,1,1,1,1,20.92536,97.56581,105,b5ddfb21-5e70-4eec-bd27-ab641bb072f9,1599239929376,NanThidaPhyo1,1599891942679,NanThidaPhyo1
